commit,add_lib,rem_lib,message,time_stamp,src,rule,url,domain
96dc45c600c13de271c950d185c8dee812d26038,benchmark,google-benchmark,added license: the library is now licensed under MPL-2.0  Conan now handles the optional dependency GNU MP  removed unused setup files  updated conanfile.txt  updated README.md,1588426519+0200,Conan,google-benchmark benchmark,https://github.com/fabhaas/xenonis,Testing
17302d5afaa3b6cfdcc601cc31e2cc020e3022b9,libsndfile,audiofile,use libsndfile over AudioFile library,1642703360-0400,Conan,audiofile libsndfile,https://github.com/entrance-announcer/cyrus,Multi Media
17675061a9580f0041fb1d8744976dad0a23bcee,benchmark,google-benchmark,Merge branch 'fix/jni' of github.com:shapelets/khiva into fix/jni,1587424736+0200,Conan,google-benchmark benchmark,https://github.com/shapelets/khiva,Testing
17730e2e7bf3f898818bf0840190ad9d4e92a4a6,boost,boost_system,Try to upgrade to newer boost version from conan center,1594843723+0200,Conan,boost_system boost,https://github.com/karlheinzkurt/zock-zilla,OS Dev
17730e2e7bf3f898818bf0840190ad9d4e92a4a6,boost,boost_range,Try to upgrade to newer boost version from conan center,1594843723+0200,Conan,boost_range boost,https://github.com/karlheinzkurt/zock-zilla,Other
17730e2e7bf3f898818bf0840190ad9d4e92a4a6,boost,boost_filesystem,Try to upgrade to newer boost version from conan center,1594843723+0200,Conan,boost_filesystem boost,https://github.com/karlheinzkurt/zock-zilla,File Handling
177b2837698773010b149b62c484bdaf95869e69,boost,boost_system,"async async execution by default instead of blocking, refactored, fixed few issues",1559827984+0300,Conan,boost_system boost,https://github.com/edwardstock/httb,OS Dev
177b2837698773010b149b62c484bdaf95869e69,boost,boost_asio,"async async execution by default instead of blocking, refactored, fixed few issues",1559827984+0300,Conan,boost_asio boost,https://github.com/edwardstock/httb,Network
177b2837698773010b149b62c484bdaf95869e69,boost,boost_filesystem,"async async execution by default instead of blocking, refactored, fixed few issues",1559827984+0300,Conan,boost_filesystem boost,https://github.com/edwardstock/httb,File Handling
17d6366df8db064154fbfcc847251f3c49923ee4,cpp-httplib,cppjslib,Add conan packages  Remove CppJsLib dependency\n\nSigned-off-by: Markus <28785953+MarkusJx@users.noreply.github.com>,1622729529+0200,Conan,cppjslib cpp-httplib,https://github.com/MarkusJx/autobet,Network
17e8971b67b71017838fd7b4c045b821500d4a7e,boost,boost_asio,Merge branch 'ecs',1576073251+0100,Conan,boost_asio boost,https://github.com/Nithingale/r-type,Network
18551e9256fe08153486d16ca0d3803528d7ded3,libexif,exiv2,Update conanfile.txt and CMakeLists.txt\n\nChanged from libExiv2 to libexif,1637807113-0700,Conan,exiv2 libexif,https://github.com/AhiyaHiya/media_helpers_cli,Image
186d458c1d65446e5df4bb74467c21d07d6d4086,boost,boost_asio,feature: merge basic networking support,1571819525+0200,Conan,boost_asio boost,https://github.com/ILT-HSR/hmi-router,Network
188affc4358633e33e46cc146f9d3af124b939cb,protobuf_compiler,protoc_installer,changed dependency package name from protoc_installer to protobuf_compiler,1588921784+0200,Conan,protoc_installer protobuf_compiler,https://github.com/0x8000-0000/conan-recipes,Serializing
18d2add6ea58e748b7ca7a668e4fc4aeb0c0ee99,benchmark,google-benchmark,ECDC-2300: replace Bintray (#39)\n\n* Update conan setup and package versions    * Update Conan remote urls in README    * Jenkins update.    * test    Co-authored-by: Jonas Nilsson <mjc.nilsson@gmail.com>,1619431251+0200,Conan,google-benchmark benchmark,https://github.com/ess-dmsc/graylog-logger,Testing
18d2add6ea58e748b7ca7a668e4fc4aeb0c0ee99,nlohmann_json,jsonformoderncpp,ECDC-2300: replace Bintray (#39)\n\n* Update conan setup and package versions    * Update Conan remote urls in README    * Jenkins update.    * test    Co-authored-by: Jonas Nilsson <mjc.nilsson@gmail.com>,1619431251+0200,Conan,jsonformoderncpp nlohmann_json,https://github.com/ess-dmsc/graylog-logger,Serializing
9806046e9d1de260e3850c0cb74214f2089bc676,cxxopts,boost,use cxxopts and remove Boost dependency,1619465213+0200,Conan,boost cxxopts,https://github.com/dioptra-io/caracal,Other
990807689bc9823d5a5fefe79ac4f4173bfc3985,openal-converter,openal-audio-converter,Updated openal-converter dependency to v0.2,1612510841+0100,Conan,openal-audio-converter openal-converter,https://gitlab.com/heszele/openal-wrapper,Multi Media
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_lexical_cast,Use monolithic boost,1584723564+0100,Conan,boost_lexical_cast boost,https://github.com/ltjax/Rescue,Other
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_uuid,Use monolithic boost,1584723564+0100,Conan,boost_uuid boost,https://github.com/ltjax/Rescue,Other
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_algorithm,Use monolithic boost,1584723564+0100,Conan,boost_algorithm boost,https://github.com/ltjax/Rescue,Other
1a16f00af0b28490eb97a5bf5abdd85916a1d360,boost,boost_functional,Use monolithic boost,1584723564+0100,Conan,boost_functional boost,https://github.com/ltjax/Rescue,Other
1a66172bd752857c007fa91ac906bfe08589920f,nng,nanomsg,nanomsg->nng,1637560801+0800,Conan,nanomsg nng,https://github.com/liu-kan/gSMFRETda,Network
9a8cbe975ad1de1c38685f304926bf226221215e,fmt,spdlog,Switched to zeromq for messaging,1584419641-0400,Conan,spdlog fmt,https://github.com/CBA222/apollo-search,Logging
1baaf41bb237b2f35d5e766614b8b283f5a51149,doxygen_prebuilt,doxygen_installer,renamed installer to prebuilt,1559681712+0200,Conan,doxygen_installer doxygen_prebuilt,https://gitlab.com/xadix/scratchpad-2019-000,Documentation
1baaf41bb237b2f35d5e766614b8b283f5a51149,groovy_prebuilt,groovy_installer,renamed installer to prebuilt,1559681712+0200,Conan,groovy_installer groovy_prebuilt,https://gitlab.com/xadix/scratchpad-2019-000,Network
9b9317de2dfe2f2c60ff79bda0a9f11bc3c14891,boost_python,python-dist,Merge pull request #210 from lehn-pt/fix/update_python_deps\n\nupdate some conan python dependencies,1588061426+0200,Conan,python-dist boost_python,https://gitlab.com/links/and_nodes_links_and_nodes,Other
1c59d5ff36605dd349967beab0eff16cb5e1f25d,nlohmann_json,jsonformoderncpp,add api,1616846804+0100,Conan,jsonformoderncpp nlohmann_json,https://github.com/matkonnerth/opcuatesttool,Serializing
1d241b3fe9508e908976485624d81680f3b10e8a,nlohmann_json,jsonformoderncpp,Merge pull request #1 from ess-dmsc/ECDC-2300_replace_bintray\n\nECDC-2300: replace Bintray,1620409002+0200,Conan,jsonformoderncpp nlohmann_json,https://github.com/ess-dmsc/vmm-sdat,Serializing
1d241b3fe9508e908976485624d81680f3b10e8a,benchmark,google-benchmark,Merge pull request #1 from ess-dmsc/ECDC-2300_replace_bintray\n\nECDC-2300: replace Bintray,1620409002+0200,Conan,google-benchmark benchmark,https://github.com/ess-dmsc/vmm-sdat,Testing
1e75e8ca26d3bf187176b18c84f8c963fae695f3,catch2,doctest,Build target package on CI\n\n,1617290438+0200,Conan,doctest catch2,https://github.com/bbvch/Coronan,Testing
9e825c82f1f9e425c6051a58f8b6e254b1982499,boost_filesystem,boost,Merge branch 'design_doc' of https://github.com/DMSC-Instrument-Data/MDSpaceFillingPrototype into design_doc,1542630941+0100,Conan,boost boost_filesystem,https://github.com/DMSC-Instrument-Data/MDSpaceFillingPrototype,File Handling
1f332f378c0a4a4ed19991aee3bcbf6ba8c6e8c5,catch2,gtest,test: add catch2 unit-test  installing fuzz  merge master,1588813395+0200,Conan,gtest catch2,https://github.com/maximehouis/yep_project2_2019,Testing
1f3fd4f27a34eb05f17e729ef1e1b6e8a6d5670a,imgui,volk,"Added Imgui, removed volk",1659609760+1000,Conan,volk imgui,https://github.com/takskazatsootvetstvenno/vulkan_cmake,GUI
9feb52355c38ebd2b8ff3a9489b4627ea0ffbdcb,boost,boost_asio,python asyncio로 구현한 server추가,1583190130+0900,Conan,boost_asio boost,https://github.com/curtkim/apollo-bridge,Network
20c19b60ab58f4b89ddd55f8c6adfbb0660f6a68,nlohmann_json,json11,fix(conan): json11 removed from the code and conan-center packages in place,1620200244+0200,Conan,json11 nlohmann_json,https://github.com/centreon/centreon-engine,Serializing
20c63d3244f9238000d7a135c5395f420bb6e643,msgpack-cxx,msgpack,"rearch project, working on deploy",1643914823-0600,Conan,msgpack msgpack-cxx,https://github.com/rr1706/Vision2022,Serializing
a056b78ac0bef0b3aa0fe6e3db6fa915453526bd,parallel-hashmap,tsl-robin-map,"tsl -> parallel-hashmap, TODO B-trees in future",1623160655+0200,Conan,tsl-robin-map parallel-hashmap,https://github.com/fhamonic/osm2geojson,Serializing
a0dc622041351973a966fdbd1606c4378ecdda26,nlohmann_json,jsonformoderncpp,Add read to string from file function,1628342288+0300,Conan,jsonformoderncpp nlohmann_json,https://github.com/Lemiort/NEE,Serializing
a14d955296888ac3cae8308dcb0abd603c791ded,boost,boost.asio,mig to boost 1.74,1601710046+0800,Conan,boost.asio boost,https://github.com/19317362/conan_boost_example,Network
a19dab1768e62d59cb284f981df2125ce436772c,imgui-docking,imgui,Changed ImGui dependency to personal conan recipe (for docking),1595190229-0400,Conan,imgui imgui-docking,https://github.com/Ithyx/Morrigu,GUI
a1cf7739531cce194e069f35cbd496fc6e39fa1f,nlohmann_json,jsonformoderncpp,Merge branch 'gocarlos-master-patch-00938' into 'master'\n\nbuild: use nlohmann instead of jsonfor moderncpp\n\nSee merge request expresscpp/expresscpp!76,1574806861+0000,Conan,jsonformoderncpp nlohmann_json,https://github.com/blockspacer/expresscpp,Serializing
a1f64ac53371010f56003a4213b30196feca9407,boost,boost.program_options,updated to conan 1,1520986367+0000,Conan,boost.program_options boost,https://bitbucket.org/jmmut/gemu,Other
229f99bd231b35af7e900f05ce9a253014484f93,benchmark,catch2,First naive benchmark,1598466371-0400,Conan,catch2 benchmark,https://github.com/emiliomartin84/ecole,Testing
22ee4bf73052ec6659fc2dccb764cf8344b867de,nlohmann_json,jsonformoderncpp,Merge pull request #127 from ess-dmsc/ECDC-2300_replace_bintray\n\nECDC-2300: replace Bintray,1620111804+0100,Conan,jsonformoderncpp nlohmann_json,https://github.com/ess-dmsc/kafkacow,Serializing
a258017084bd8e78f34100e0f8188eaa9a944e3c,me_build,build_api,Update package depeendencies: - me_package - me_build,1614711818+0000,Conan,build_api me_build,https://github.com/markuseggenbauer/build_api_example,Build
a258017084bd8e78f34100e0f8188eaa9a944e3c,me_package,build_api,Update package depeendencies: - me_package - me_build,1614711818+0000,Conan,build_api me_package,https://github.com/markuseggenbauer/build_api_example,Build
