_id,proj_url,rem_lib,rem_src,add_lib,add_src,add_commit,add_message,add_time,pattern,possible_reason,cross_pattern
67eae055b25b49a18b05f006,https://github.com/Malibushko/yatgbotlib,https://github.com/apolukhin/magic_get.git,gitsubmodule,magic_get,conan,07a715638a36bf4923c97d1fc097a9a5d5115639,"Added conan support and conan recipe

Whole third_party folder was removed because it is not
longer used. Added custom recipe for magic_get library
Now directory contains conanfile.txt and conanfile.py (this one
will be removed later)
",2020-04-05 17:56:26,apolukhin_magic_get magic_get,"
Added conan support and conan recipe",gitsubmodule conan
67eae055b25b49a18b05f007,https://github.com/Malibushko/yatgbotlib,https://github.com/yhirose/cpp-httplib.git,gitsubmodule,cpp-httplib,conan,07a715638a36bf4923c97d1fc097a9a5d5115639,"Added conan support and conan recipe

Whole third_party folder was removed because it is not
longer used. Added custom recipe for magic_get library
Now directory contains conanfile.txt and conanfile.py (this one
will be removed later)
",2020-04-05 17:56:26,yhirose_cpp-httplib cpp-httplib,"
Added conan support and conan recipe",gitsubmodule conan
67eae059b25b49a18b05f008,https://github.com/silkedit/silkedit,https://github.com/k-takata/Onigmo.git,gitsubmodule,Onigmo,conan,09a4f55e685e28dd6948818d496a5c4db1ee375a,"Get Onigmo from conan.io
",2016-10-11 09:27:35,k-takata_onigmo onigmo,"
Get Onigmo from conan.io",gitsubmodule conan
67eae05ab25b49a18b05f009,https://github.com/cloudflare/pmtud,git://git.netfilter.org/libnfnetlink.git,gitsubmodule,libnfnetlink,meson,0972bb86fa968772ee67403723bab78717353328,"use meson build

Autotools does not appear to be what maintainer wants, so how about meson
that is a build system that sucks less.  It promises greatness, and is
already in use by some major projects.  See youtube for meson briefing.

Anyhow, the whole point of trying to get some sort of build system
implemented properly is to make contributing to project trivial, stop
distributions to have packaging problem, make cross compilation easy,
and so on.

Reference: https://github.com/cloudflare/pmtud/pull/5
Reference: https://www.youtube.com/watch?v=gHdTzdXkhRY
Signed-off-by: Sami Kerola <kerolasa@iki.fi>
",2018-02-03 18:24:20,git.netfilter.org_libnfnetlink libnfnetlink,"
use meson build",gitsubmodule meson
67eae05ab25b49a18b05f00a,https://github.com/cloudflare/pmtud,https://github.com/the-tcpdump-group/libpcap.git,gitsubmodule,pcap,meson,0972bb86fa968772ee67403723bab78717353328,"use meson build

Autotools does not appear to be what maintainer wants, so how about meson
that is a build system that sucks less.  It promises greatness, and is
already in use by some major projects.  See youtube for meson briefing.

Anyhow, the whole point of trying to get some sort of build system
implemented properly is to make contributing to project trivial, stop
distributions to have packaging problem, make cross compilation easy,
and so on.

Reference: https://github.com/cloudflare/pmtud/pull/5
Reference: https://www.youtube.com/watch?v=gHdTzdXkhRY
Signed-off-by: Sami Kerola <kerolasa@iki.fi>
",2018-02-03 18:24:20,the-tcpdump-group_libpcap pcap,"
use meson build",gitsubmodule meson
67eae05ab25b49a18b05f00c,https://github.com/cloudflare/pmtud,git://git.netfilter.org/libnetfilter_log.git,gitsubmodule,libnetfilter_log,meson,0972bb86fa968772ee67403723bab78717353328,"use meson build

Autotools does not appear to be what maintainer wants, so how about meson
that is a build system that sucks less.  It promises greatness, and is
already in use by some major projects.  See youtube for meson briefing.

Anyhow, the whole point of trying to get some sort of build system
implemented properly is to make contributing to project trivial, stop
distributions to have packaging problem, make cross compilation easy,
and so on.

Reference: https://github.com/cloudflare/pmtud/pull/5
Reference: https://www.youtube.com/watch?v=gHdTzdXkhRY
Signed-off-by: Sami Kerola <kerolasa@iki.fi>
",2018-02-03 18:24:20,git.netfilter.org_libnetfilter_log libnetfilter_log,"
use meson build",gitsubmodule meson
67eae067b25b49a18b05f00d,https://github.com/freckled-dev/fubble,jsonformoderncpp,meson,nlohmann_json,conan,0d7d83dfc7438e594fcd3280f9a97da2d6b6af47,"google-webrtc dependency now gets delivered by conan
",2020-04-19 11:39:57,jsonformoderncpp nlohmann_json,"
google-webrtc dependency now gets delivered by conan",meson conan
67eae06db25b49a18b05f00f,https://github.com/RigsOfRods/rigs-of-rods,ogre-caelum,conan,https://github.com/OGRECave/ogre-caelum.git,gitsubmodule,0f99aff7118d65213ac662c8b48cce6417c63c89,":bug: Fixed caelum

",2020-06-28 11:45:52,ogre-caelum ogrecave_ogre-caelum,"
:bug: Fixed caelum",conan gitsubmodule
67eae0aab25b49a18b05f010,https://github.com/ayumi-cloud/ots,https://github.com/madler/zlib.git,gitsubmodule,zlib,meson,1431ed2e004ae8fefd0737c756dc3e91d3d66c0e,"[build] Use subproject for zlib
",2018-09-01 09:23:56,madler_zlib zlib,"
[build] Use subproject for zlib",gitsubmodule meson
67eae0abb25b49a18b05f011,https://github.com/colorer/Colorer-library,https://github.com/colorer/zlib.git,gitsubmodule,zlib,conan,14a0cc3239cdfa4661dc6b2b6226fbefa10ae1ae,"get zlib from conan repo
",2020-08-07 19:18:23,colorer_zlib zlib,"
get zlib from conan repo",gitsubmodule conan
67eae0afb25b49a18b05f012,https://github.com/ivanovnikita/graphics_engine,git@github.com:google/googletest.git,gitsubmodule,googletest,conan,15583ad90bc3e7487791532ea1f45cc5c2d2310f,"install gtest by conan
",2018-01-31 14:46:18,google_googletest googletest,"
install gtest by conan",gitsubmodule conan
67eae0bab25b49a18b05f013,https://github.com/mingkaic/tenncor,git@github.com:KjellKod/g3log.git,gitsubmodule,g3log,conan,173f8241f9194e67d691ccea664a2d4fd7730163,"use conan for package managing
",2020-11-25 23:01:58,kjellkod_g3log g3log,"
use conan for package managing",gitsubmodule conan
67eae0bab25b49a18b05f014,https://github.com/mingkaic/tenncor,git@github.com:eigenteam/eigen-git-mirror.git,gitsubmodule,eigen,conan,173f8241f9194e67d691ccea664a2d4fd7730163,"use conan for package managing
",2020-11-25 23:01:58,eigenteam_eigen-git-mirror eigen,"
use conan for package managing",gitsubmodule conan
67eae0c2b25b49a18b05f015,https://github.com/mbits-os/lngs,https://github.com/mbits-libs/libargs.git,gitsubmodule,args,conan,17a250aed627b240c1ce6c30afab0ffb54c4ada3,"Switching google test and args to conan packages

",2020-09-17 06:15:27,mbits-libs_libargs args,"
Switching google test and args to conan packages",gitsubmodule conan
67eae0c5b25b49a18b05f017,https://github.com/ggomdyu/cs2cpp,https://github.com/microsoft/vcpkg.git,gitsubmodule,vcpkg-cmake-config,vcpkg,18bb25c1a40b2920069f6c5403945ca99716bb06,"[main] Add vcpkg
",2021-07-27 13:08:02,microsoft_vcpkg vcpkg-cmake-config,"
[main] Add vcpkg",gitsubmodule vcpkg
67eae0c5b25b49a18b05f018,https://github.com/ggomdyu/cs2cpp,https://github.com/microsoft/vcpkg.git,gitsubmodule,vcpkg-cmake,vcpkg,18bb25c1a40b2920069f6c5403945ca99716bb06,"[main] Add vcpkg
",2021-07-27 13:08:02,microsoft_vcpkg vcpkg-cmake,"
[main] Add vcpkg",gitsubmodule vcpkg
67eae0ccb25b49a18b05f01b,https://github.com/fmorgner/wanda,https://github.com/PeterSommerlad/CUTE,gitsubmodule,CUTE,conan,19a333165631f30556ee675ffb1cd5769eb82789,"build: use CUTE via conan
",2019-11-29 10:33:34,petersommerlad_cute cute,"
build: use CUTE via conan",gitsubmodule conan
67eae0ebb25b49a18b05f01c,https://github.com/abbyssoul/libdialstring,https://github.com/google/googletest.git,gitsubmodule,gtest,conan,2007df5c660c38acf52fae015aad56ff5c2a5fe7,"Added conan version of gtest
",2019-12-28 02:29:40,google_googletest gtest,"
Added conan version of gtest",gitsubmodule conan
67eae0f4b25b49a18b05f01d,https://github.com/LesleyLai/Vulkan-Renderer,https://github.com/glfw/glfw.git,gitsubmodule,glfw,conan,2100876d136578e4b9da322ecb26ef5fdf36c747,"use conan
",2019-06-27 04:15:03,glfw_glfw glfw,"
use conan",gitsubmodule conan
67eae0f9b25b49a18b05f01e,https://github.com/IonAgorria/OpenE2140,https://github.com/nlohmann/json,gitsubmodule,nlohmann_json,meson,234103f6cb9b9f406d69d5323bf53ef782895f68,"Use meson for json dep
",2019-07-07 16:55:57,nlohmann_json nlohmann_json,"
Use meson for json dep",gitsubmodule meson
67eae112b25b49a18b05f01f,https://github.com/mocabe/yave,https://github.com/fmtlib/fmt.git,gitsubmodule,spdlog,vcpkg,26c48d6281b737c8938995fbbec48927ce6c5d9c,"[vcpkg] Migrate fmt and spdlog to vcpkg
",2020-09-24 18:29:22,fmtlib_fmt spdlog,"
[vcpkg] Migrate fmt and spdlog to vcpkg",gitsubmodule vcpkg
67eae119b25b49a18b05f020,https://github.com/silkedit/silkedit,https://chromium.googlesource.com/breakpad/breakpad,gitsubmodule,breakpad,conan,270ca64071ab9dbb05e348b26917075b7888bdc4,"Get breakpad from conan.io
",2016-09-20 12:19:53,breakpad_breakpad breakpad,"
Get breakpad from conan.io",gitsubmodule conan
67eae11ab25b49a18b05f021,https://github.com/zogi/voxel-fluid,spdlog,conan,https://github.com/gabime/spdlog.git,gitsubmodule,275220ac3a03ce2499c25faa7c0f236808d3b232,"use spdlog as submodule instead of as conan package
",2018-05-02 19:57:02,spdlog gabime_spdlog,"
use spdlog as submodule instead of as conan package",conan gitsubmodule
67eae132b25b49a18b05f022,https://github.com/Zondax/ledger-oasis,https://github.com/fmtlib/fmt.git,gitsubmodule,fmt,conan,2be9978b718d31690f88c91c1101c740f2f535ec,"using conan to fetch fmt

",2019-11-28 19:47:17,fmtlib_fmt fmt,"
using conan to fetch fmt",gitsubmodule conan
67eae136b25b49a18b05f023,https://github.com/thejohnfreeman/autocheck,https://github.com/google/googletest,gitsubmodule,gtest,conan,2de0ad63026a2819c379c3d4d423783aca139952,"Use Conan instead of submodules for dependencies
",2019-01-28 02:14:43,google_googletest gtest,"
Use Conan instead of submodules for dependencies",gitsubmodule conan
67eae138b25b49a18b05f026,https://github.com/igorsiem/qlib,git@github.com:fmtlib/fmt.git,gitsubmodule,fmt,conan,2f83ce3040f70f446510279b20079cf590d37e10,"replaced fmt submodule with reference to fmt in conan file

",2019-03-29 12:45:09,fmtlib_fmt fmt,"
replaced fmt submodule with reference to fmt in conan file",gitsubmodule conan
67eae13cb25b49a18b05f027,https://github.com/ayumi-cloud/ots,https://github.com/google/brotli.git,gitsubmodule,libbrotlidec,meson,306332a072a1e42cda37107b65b0e4456d53ff68,"[build] Use meson subproject for brotli

From https://wrapdb.mesonbuild.com/google-brotli
",2020-09-12 09:08:17,google_brotli libbrotlidec,"
[build] Use meson subproject for brotli",gitsubmodule meson
67eae13fb25b49a18b05f028,https://github.com/blizgard/RocketJoe,https://github.com/jbeder/yaml-cpp,gitsubmodule,yaml-cpp,conan,31c510af9a0435e3bac85ab01af5e293ba5a9417,"Initial integration with conan #20
",2018-12-08 12:48:34,jbeder_yaml-cpp yaml-cpp,"
Initial integration with conan #20",gitsubmodule conan
67eae151b25b49a18b05f02a,https://github.com/BigRedEye/librterm,https://github.com/nemtrif/utfcpp.git,gitsubmodule,icu,conan,385783563c3bc3cd7ce8d53346d5b9a72635f1f2,"build(deps): Remove utfcpp, add ICU
",2019-04-20 00:31:27,nemtrif_utfcpp icu,"
build(deps): Remove utfcpp, add ICU",gitsubmodule conan
67eae15ab25b49a18b05f02b,https://github.com/erikkallen/pic32prog,https://github.com/signal11/hidapi.git,gitsubmodule,hidapi,meson,3b33b5f4fdd45271be3783abe6d26d5c1ab597bd,"use meson for building
",2019-04-11 06:57:17,signal11_hidapi hidapi,"
use meson for building",gitsubmodule meson
67eae15ab25b49a18b05f02c,https://github.com/mingkaic/cppkg,https://github.com/grpc/grpc,gitsubmodule,grpc,conan,3b63faf19d667fc679fb3646549578b7b9a0703d,"switch to conan for package management
",2020-11-22 07:14:49,grpc_grpc grpc,"
switch to conan for package management",gitsubmodule conan
67eae15ab25b49a18b05f02d,https://github.com/mingkaic/cppkg,https://github.com/Orphis/boost-cmake.git,gitsubmodule,boost,conan,3b63faf19d667fc679fb3646549578b7b9a0703d,"switch to conan for package management
",2020-11-22 07:14:49,orphis_boost-cmake boost,"
switch to conan for package management",gitsubmodule conan
67eae15cb25b49a18b05f02e,https://github.com/blizgard/RocketJoe,https://github.com/nlohmann/json.git,gitsubmodule,jsonformoderncpp,conan,3cc2b9753eeb7b25995be3494bb948892e75a537,"20 conan (#23)

* Initial integration with conan #20",2019-01-02 15:57:56,nlohmann_json jsonformoderncpp,"
Initial integration with conan #20",gitsubmodule conan
67eae15db25b49a18b05f030,https://github.com/blizgard/RocketJoe,https://github.com/jbeder/yaml-cpp,gitsubmodule,yaml-cpp,conan,3cc2b9753eeb7b25995be3494bb948892e75a537,"20 conan (#23)

* Initial integration with conan #20",2019-01-02 15:57:56,jbeder_yaml-cpp yaml-cpp,"
Initial integration with conan #20",gitsubmodule conan
67eae178b25b49a18b05f032,https://github.com/ManuelMeraz/Tracker,https://github.com/google/googletest,gitsubmodule,gtest,conan,436a912a2b23e7ac67d593913953f0618c45b35a,"moved all external dependencies to conan
",2019-05-05 01:16:50,google_googletest gtest,"
moved all external dependencies to conan",gitsubmodule conan
67eae178b25b49a18b05f033,https://github.com/coffee-lord/chrome_remote,Beast,conan,boost_beast,meson,436bb54337af2f36b78ec57425ccdafd686fdefb,"Migrate to meson
",2018-04-12 11:24:13,beast boost_beast,"
Migrate to meson",conan meson
67eae183b25b49a18b05f035,https://github.com/qcoh/dmgb,https://github.com/catchorg/catch2,gitsubmodule,catch2,conan,45b5015b16fd224691e5149d8aba9d40cadbfa43,"use conan for catch2 and gsl
",2018-12-02 14:47:18,catchorg_catch2 catch2,"
use conan for catch2 and gsl",gitsubmodule conan
67eae183b25b49a18b05f036,https://github.com/qcoh/dmgb,https://github.com/Microsoft/GSL,gitsubmodule,gsl_microsoft,conan,45b5015b16fd224691e5149d8aba9d40cadbfa43,"use conan for catch2 and gsl
",2018-12-02 14:47:18,microsoft_gsl gsl_microsoft,"
use conan for catch2 and gsl",gitsubmodule conan
67eae185b25b49a18b05f038,https://github.com/zethon/AshCoin,Simple-Web-Server,conan,https://gitlab.com/eidheim/Simple-Web-Server.git,gitsubmodule,461efe1eacbcd7dc50698521de56ad5d3eaaca64,"Moved Simple-Web-Server to a submodule; (#18)

",2021-05-05 01:55:51,simple-web-server eidheim_simple-web-server,"
Moved Simple-Web-Server to a submodule; (#18)",conan gitsubmodule
67eae18fb25b49a18b05f039,https://github.com/atari-vcs/gobject-introspection,gobject,pc-config,gobject,meson,493f550dbc72aa91d0dcd43a9863ab1765c73285,"Import Debian changes 1.66.1-1

gobject-introspection (1.66.1-1) unstable; urgency=medium

  * New upstream release
    - Update GLib annotations
    - gimarshallingtests: Add more tests for flags
    - Revert a documentation-processing change that caused regressions
  * d/p/debian/multiarch_compat.patch: Move from d/p/ to debian/
    subdirectory.
    This is a Debian-specific patch that is not intended to go upstream.

gobject-introspection (1.66.0-1) unstable; urgency=medium

  * Team upload
  * New upstream release
    - Support the gtk-doc GTK 4 action syntax
    - GITypeInfo storage type utility API
    - Fix XDG_DATA_DIRS logic
    - libgirepository: Add missing nullable annotations
    - dumper: Fix missing symbols in LTO case or with overridden symbol
      visibility settings
    - Documentation improvements
    - giscanner: parse block comments for members and fields
    - Add the notion of standalone doc sections
    - giscanner: Fix section matching for documentation
  * Update symbols file

gobject-introspection (1.64.1-1) unstable; urgency=medium

  * Team upload
  * New upstream release
    - d/p/gimarshallingtests-Use-g_assert_cmpfloat_with_epsilon.patch:
      Drop patch, applied upstream

gobject-introspection (1.64.0-2) unstable; urgency=medium

  * debian/dh_girepository: Make the parsing of BD more robust.
    Thanks to Simon McVittie (Closes: #933729)

gobject-introspection (1.64.0-1) experimental; urgency=medium

  [ Simon McVittie ]
  * Add Breaks on older cjs, to avoid broken partial upgrades when
    transitioning to libffi7 (see version 1.62.0-5 for more details)

  [ Iain Lane ]
  * New upstream release
    + Update glib annotations
    + Fix regress scanner tests for non-gcc/clang compilers
  * gimarshallingtests-Use-g_assert_cmpfloat_with_epsilon.patch: Add. Don't
    perform exact float comparisons; this doesn't work everywhere -
    particularly on i386. This should fix the tests for gjs 1.62.

gobject-introspection (1.63.2-1) experimental; urgency=medium

  * New upstream release
    - Add GMemoryMonitor to glib annotations
    - autotools: Make INTROSPECTION_GIRDIR/INTROSPECTION_TYPELIBDIR respect
      prefix/datadir/libdir
    - build: require meson 0.50.1
    - build: use proper dylib versioning on macOS
    - Cross compile support
    - Drop deprecated xml.etree.ElementTree.Element.getchildren() calls
    - Fix a memory leak in g_irepository_get_object_gtype_interfaces()
    - Fix build reproducibility
    - Fix non-libtool code being run with no nob-libtool dependencies
    - girepository: Also store GType cache misses
    - meson: change ""cairo"" from a boolean to a feature option
    - meson: change ""doctool"" from a boolean to a feature option
    - scanner: Support array arguments with static keyword
    - tests: Actually test libregress by specifying the LD_LIBRARY_PATH
    - Update glib annotations
  * rules: Update doctool/cairo build flags for bool → feature switch
  * control: Bump BD on meson to 0.50.1 per upstream

gobject-introspection (1.62.0-5) unstable; urgency=medium

  * Team upload

  [ Simon McVittie ]
  * Add more Breaks, to avoid broken partial upgrades during the libffi7
    transition by ensuring that users of our libffi-related APIs are
    upgraded to a version that was definitely built against libffi7
    - libgjs0g (<< 1.58.1-2~)
    - libglib-object-introspection-perl (<< 0.048-2~)
    - ruby-gobject-introspection (<< 3.4.1-2~)
  * Version the (build-)dependency on GLib to make sure libgobject is
    also not linked to libffi6

  [ Iain Lane ]
  * rules: Pass the private module directory to dh_python3.
    We only build for the default python version. Previously dh_python3
    wasn't finding the directory containing the private modules, so it
    didn't know this. (Closes: #950267)

gobject-introspection (1.62.0-4) unstable; urgency=medium

  * Team upload

  [ Simon McVittie ]
  * Add dependencies for libffi transition:
    - Build-depend on libffi-dev (>= 3.3) to guarantee that our ABI
      includes libffi7 objects
    - Change -dev dependency to libffi-dev (>= 3.3) too
    - d/libgirepository-1.0-1.symbols: Bump ffi-related symbols to 1.62.0-4~.
      This forces dependent packages to pick up a suitably versioned
      dependency on this package.
    - Add Breaks on older python-gi and python3-gi versions that would
      have expected libffi6 objects.
      The same should ideally be done for cjs, gjs,
      libglib-object-introspection-perl and ruby-gnome, but they haven't
      had a sourceful upload since the libffi7 transition started, and I
      would prefer not to add Breaks on specific binNMU versions.
  * Bump Standards-Version to 4.5.0 (no changes required)

  [ lintian-brush ]
  * Set field Upstream-Name in debian/copyright.
  * Set upstream metadata fields: Bug-Database, Bug-Submit, Repository,
    Repository-Browse.

gobject-introspection (1.62.0-3) unstable; urgency=medium

  * Team upload
  * d/tests/build: Mark as superficial
  * Explicitly build-depend on dh-python, fixing FTBFS with
    python3-defaults (>= 3.7.5-3)
  * Use debhelper-compat 12
  * Use dh-sequence-gnome and dh-sequence-python3 build-dependencies to
    enable debhelper addons
  * d/copyright: Fix syntax.
    Patterns with character classes, such as foo.[ch], are not supported
    by the machine-readable copyright file spec.
  * d/tests: Fix some shellcheck warnings
  * d/tests/build: Make autopkgtest cross-test-friendly

gobject-introspection (1.62.0-2) unstable; urgency=medium

  * Team upload.
  * Upload to unstable.

gobject-introspection (1.62.0-1) experimental; urgency=medium

  [ Iain Lane ]
  * New upstream release
    + Add documentation to the RelaxNG schema
    + Add Vulkan gir
    + cachestore: handle cache getting deleted while loading it
    + Drop autotools build system
    + dumper: Use the distutils linker
    + gimarshallingtests: Add a marshalling test case for GPtrArrays and
      GArrays of structures
    + Make g_irepository_get_object_gtype_interfaces actually work
    + meson: Fix wrong dependency type check for gio-unix
    + meson: require 0.49.2
    + meson: use pkg-config directly for libffi cflags and libs
    + regress: Add regression test for signal with GError param
    + scanner: parse and expose function macros
    + structinfo: Fix offset in find_method()
    + tests: Don't include ""config.h"" in installed files
    + Unused variable fixes
    + Update glib annotations

  [ Philip Chimento ]
  * debian/control.in: Bump meson build dependency. This is a new requirement
    documented in the upstream meson.build file.
  * debian/patches: Refresh
  * Install new Vulkan-1.0.typelib. This is now part of the gir1.2-freedesktop
    package which Provides gir1.2-vulkan-1.0 as well.

gobject-introspection (1.60.1-1) experimental; urgency=medium

  * New upstream release
    + docs: include '--c-include' in g-ir-scanner man page
    + meson: always pass --quiet to g-ir-scanner
    + tests: Fix compatibility with Python 3.5
    + Update glib annotations (glib-2-60)

gobject-introspection (1.60.0-1) experimental; urgency=medium

  * New upstream release

gobject-introspection (1.59.4-1) experimental; urgency=medium

  * New upstream development release
  * Build with meson
  * debian/libgirepository-1.0-1.symbols: Add new symbols
",2020-10-12 09:30:19,gobject gobject,"
build: require meson 0.50.1",pc-config meson
